Serial Number,Topic Name,Question,Option A,Option B,Option C,Option D,Correct Answer,Difficulty Level
216,Profit and Loss,A product costs 61 and is sold at a profit of 20%. What is the selling price?,77.33,73.2,70.75,80.57,Option B: 73.2,Easy
217,Percentage,37% of 100 is what?,44.0,39.45,32.86,37.0,Option D: 37.0,Medium
218,Ratio and Proportion,A is 47 and the ratio of A to B is 4:4. What is B?,51.43,45.51,48.44,47.0,Option D: 47.0,Medium
219,"Time, Speed, Distance",A vehicle covers 51 km at 23 km/hr. How much time does it take?,6.77,3.69,2.22,0.25,Option C: 2.22,Hard
220,Time and Work,"A takes 2 days to finish a work and B takes 7 days. Working together, how many days will they take?",6.08,-1.37,1.56,4.25,Option C: 1.56,Hard
221,Ratio and Proportion,Find B given that the ratio of A to B is 4:5 and A equals 12.,15.0,17.71,19.29,13.1,Option A: 15.0,Medium
222,Pipes and Cisterns,Determine the filling time for a tank of 48 liters given a fill rate of 2 hours and an empty rate of 1 hours.,50.72,48.0,46.29,53.58,Option B: 48.0,Easy
223,"Time, Speed, Distance",135 km distance is covered at 10 km/hr. Determine the time taken.,13.5,14.66,19.23,12.49,Option A: 13.5,Medium
224,Numbers,Find the result when you add 6 and 17.,23,30,24,18,Option A: 23,Hard
225,Pipes and Cisterns,"A pipe can fill a tank in 2 hours and another pipe can empty it in 4 hours. If both are open, how long will it take to fill the tank of 49 liters?",-24.5,-26.19,-19.99,-22.78,Option A: -24.5,Easy
226,Pipes and Cisterns,"If a tank is filled by a pipe in 6 hours and emptied by another in 4 hours, how long will it take to fill the tank of 40 liters when both pipes are open?",18.53,21.85,20.0,24.1,Option C: 20.0,Medium
227,Numbers,Add 30 and 24. What do you get?,54,63,53,55,Option A: 54,Medium
228,"Time, Speed, Distance",Find the travel time for 123 km at 13 km/hr.,9.46,12.35,6.46,13.52,Option A: 9.46,Hard
229,Time and Work,"If A can complete a work in 3 days and B can complete it in 1 days, how many days will they take to complete the work together?",-1.63,3.08,6.67,0.75,Option D: 0.75,Hard
230,Ratio and Proportion,Find B given that the ratio of A to B is 2:4 and A equals 32.,64.0,66.11,69.16,62.59,Option A: 64.0,Medium
231,Algebra,"Given a = 4, b = 5, and x = 10, compute ax + b.",55,42,49,45,Option D: 45,Easy
232,Pipes and Cisterns,Find the time required to fill a tank of 50 liters if one pipe fills it in 4 hours and another empties it in 3 hours.,52.19,47.99,54.95,50.0,Option D: 50.0,Hard
233,Numbers,Add 29 and 49. What do you get?,87,81,78,77,Option C: 78,Medium
234,Ratio and Proportion,Calculate the value of B if A:B = 3:4 and A = 39.,53.49,49.33,52.0,56.87,Option C: 52.0,Medium
235,Profit and Loss,"Given a cost price of 93 and a profit percentage of 20%, determine the selling price.",118.99,109.62,111.6,115.06,Option C: 111.6,Hard
236,Percentage,31% of 115 is what?,32.88,45.39,35.65,37.02,Option C: 35.65,Hard
237,Pipes and Cisterns,"If a tank is filled by a pipe in 2 hours and emptied by another in 2 hours, how long will it take to fill the tank of 34 liters when both pipes are open?",0,-2.58,4.37,2.77,Option A: 0,Medium
238,Percentage,What is 32% of 168?,55.02,51.29,53.76,63.13,Option C: 53.76,Easy
239,Average,"What is the mean of the numbers 83, 12, and 54?",49.67,54.64,59.07,48.52,Option A: 49.67,Medium
240,Average,"Find the arithmetic mean of 2, 31, and 100.",46.77,44.33,42.46,51.45,Option B: 44.33,Easy
241,Ratio and Proportion,"If the ratio of A to B is 2:3 and A is 32, what is B?",49.63,48.0,53.31,46.7,Option B: 48.0,Hard
242,Percentage,21% of 109 is what?,31.86,22.89,19.12,24.92,Option B: 22.89,Medium
243,Time and Work,How many days will it take for A and B to finish a work together if A takes 4 days and B takes 9 days?,0.48,2.77,8.5,5.14,Option B: 2.77,Medium
244,Ratio and Proportion,"If A:B = 2:4 and A is 31, determine the value of B.",62.0,67.08,63.87,60.84,Option A: 62.0,Hard
245,Percentage,Calculate 4% of 60.,-1.94,6.76,11.87,2.4,Option D: 2.4,Medium
246,Percentage,Find 24% of 61.,14.64,15.76,10.94,22.42,Option A: 14.64,Easy
247,Algebra,"Given a = 4, b = 1, and x = 4, compute ax + b.",26,12,20,17,Option D: 17,Medium
248,Time and Work,"A takes 3 days to finish a work and B takes 7 days. Working together, how many days will they take?",2.1,7.98,4.04,0.76,Option A: 2.1,Medium
249,Numbers,42 added to 33 equals what?,70,82,75,78,Option C: 75,Easy
250,Profit and Loss,"If the cost price is 82 and the profit percentage is 9%, calculate the selling price.",89.38,85.1,95.68,91.68,Option A: 89.38,Hard
251,Time and Work,How many days will it take for A and B to finish a work together if A takes 2 days and B takes 5 days?,7.17,1.43,-0.28,3.72,Option B: 1.43,Medium
252,Ratio and Proportion,"If the ratio of A to B is 3:3 and A is 32, what is B?",38.0,32.0,33.34,30.19,Option B: 32.0,Easy
253,"Time, Speed, Distance",196 km distance is covered at 19 km/hr. Determine the time taken.,11.49,15.11,8.82,10.32,Option D: 10.32,Easy
254,Pipes and Cisterns,"If a tank is filled by a pipe in 9 hours and emptied by another in 2 hours, how long will it take to fill the tank of 49 liters when both pipes are open?",7.0,4.31,9.55,12.58,Option A: 7.0,Hard
255,"Time, Speed, Distance",Find the travel time for 106 km at 13 km/hr.,12.45,10.92,8.15,6.54,Option C: 8.15,Easy
256,Average,"5, 43, and 66 have an average of:",39.93,36.13,46.78,38.0,Option D: 38.0,Medium
257,"Time, Speed, Distance",Calculate the time taken to travel 184 km at a speed of 22 km/hr.,8.36,5.4,9.92,13.39,Option A: 8.36,Medium
258,Numbers,Add 25 and 32. What do you get?,66,61,57,56,Option C: 57,Hard
259,Profit and Loss,A product costs 74 and is sold at a profit of 13%. What is the selling price?,80.09,83.62,90.82,85.97,Option B: 83.62,Hard
260,Time and Work,"A takes 10 days to finish a work and B takes 1 days. Working together, how many days will they take?",1.92,-0.21,0.91,5.9,Option C: 0.91,Hard
261,Average,"Calculate the average value of 21, 16, and 73.",32.3,45.0,41.57,36.67,Option D: 36.67,Hard
262,Numbers,Find the result when you add 43 and 9.,57,49,52,58,Option C: 52,Hard
263,Pipes and Cisterns,Find the time required to fill a tank of 53 liters if one pipe fills it in 5 hours and another empties it in 1 hours.,17.51,14.62,13.25,11.73,Option C: 13.25,Easy
264,Numbers,19 added to 21 equals what?,40,50,45,37,Option A: 40,Medium
265,Percentage,Calculate 26% of 78.,20.28,17.15,23.47,27.33,Option A: 20.28,Easy
266,"Time, Speed, Distance","If a vehicle travels 149 km at a speed of 24 km/hr, how long will it take to cover the distance?",4.95,6.21,11.78,7.95,Option B: 6.21,Hard
267,Algebra,"If a = 9, b = 9, and x = 10, what is ax + b?",99,107,102,94,Option A: 99,Easy
268,Pipes and Cisterns,A pipe fills a tank in 2 hours and another empties it in 4 hours. Calculate the time to fill the tank of 54 liters with both pipes open.,-28.99,-27.0,-22.06,-24.83,Option B: -27.0,Hard
269,"Time, Speed, Distance",Calculate the time taken to travel 152 km at a speed of 25 km/hr.,11.32,4.68,8.07,6.08,Option D: 6.08,Hard
270,Time and Work,"If A can complete a work in 6 days and B can complete it in 5 days, how many days will they take to complete the work together?",4.08,1.43,2.73,7.12,Option C: 2.73,Hard
271,Pipes and Cisterns,Determine the filling time for a tank of 60 liters given a fill rate of 8 hours and an empty rate of 3 hours.,17.09,13.48,9.19,12.0,Option D: 12.0,Hard
272,Percentage,Find 23% of 145.,30.67,37.13,33.35,39.57,Option C: 33.35,Hard
273,Average,"What is the mean of the numbers 23, 51, and 64?",44.04,46.0,49.11,55.76,Option B: 46.0,Hard
274,Profit and Loss,A product costs 57 and is sold at a profit of 17%. What is the selling price?,65.61,76.24,66.69,68.1,Option C: 66.69,Medium
275,Algebra,"Find the result of a * x + b given a = 3, b = 2, x = 6.",20,25,18,27,Option A: 20,Hard
276,Pipes and Cisterns,Determine the filling time for a tank of 37 liters given a fill rate of 4 hours and an empty rate of 3 hours.,38.92,41.94,37.0,35.52,Option C: 37.0,Hard
277,Algebra,"Find the result of a * x + b given a = 1, b = 2, x = 8.",7,17,11,10,Option D: 10,Medium
278,Time and Work,"A takes 9 days to finish a work and B takes 5 days. Working together, how many days will they take?",9.09,3.21,1.73,4.88,Option B: 3.21,Medium
279,Time and Work,"Given A can do a work in 1 days and B in 1 days, find the total time they will take working together.",0.5,6.49,2.59,-1.53,Option A: 0.5,Easy
280,Time and Work,"A takes 1 days to finish a work and B takes 6 days. Working together, how many days will they take?",2.74,0.86,-0.93,5.54,Option B: 0.86,Hard
281,Percentage,What is 16% of 129?,24.32,29.6,19.2,20.64,Option D: 20.64,Medium
282,Numbers,Add 31 and 22. What do you get?,54,63,53,49,Option C: 53,Medium
283,Percentage,9% of 58 is what?,6.62,5.22,14.24,3.41,Option B: 5.22,Medium
284,Algebra,"Calculate the value of ax + b for a = 1, b = 10, and x = 1.",13,7,11,17,Option C: 11,Easy
285,Percentage,8% of 160 is what?,8.39,12.8,17.58,19.41,Option B: 12.8,Medium
286,Time and Work,"If A can complete a work in 7 days and B can complete it in 7 days, how many days will they take to complete the work together?",8.07,6.02,3.5,1.73,Option C: 3.5,Easy
287,Average,"What is the mean of the numbers 86, 67, and 23?",57.09,58.67,66.1,60.84,Option B: 58.67,Medium
288,Profit and Loss,"Given a cost price of 75 and a profit percentage of 14%, determine the selling price.",87.09,82.62,93.76,85.5,Option D: 85.5,Medium
289,Percentage,Determine the value of 7% of 148.,19.08,10.36,13.91,7.6,Option B: 10.36,Hard
290,Average,"Find the arithmetic mean of 75, 8, and 59.",47.33,53.81,45.87,50.84,Option A: 47.33,Hard
291,"Time, Speed, Distance","If a vehicle travels 199 km at a speed of 18 km/hr, how long will it take to cover the distance?",12.37,16.4,11.06,8.17,Option C: 11.06,Medium
292,Numbers,What is the sum of 5 and 12?,12,17,18,25,Option B: 17,Medium
293,Pipes and Cisterns,"If a tank is filled by a pipe in 2 hours and emptied by another in 5 hours, how long will it take to fill the tank of 58 liters when both pipes are open?",-21.39,-14.1,-19.33,-17.75,Option C: -19.33,Easy
294,Profit and Loss,"If the cost price is 55 and the profit percentage is 8%, calculate the selling price.",63.15,66.93,55.33,59.4,Option D: 59.4,Hard
295,Algebra,"What does ax + b equal if a = 7, b = 7, x = 7?",64,60,56,53,Option C: 56,Hard
296,"Time, Speed, Distance","If a vehicle travels 84 km at a speed of 30 km/hr, how long will it take to cover the distance?",6.91,2.8,4.24,1.39,Option B: 2.8,Medium
297,Algebra,"Given a = 4, b = 6, and x = 7, compute ax + b.",43,37,34,33,Option C: 34,Easy
298,Algebra,"If a = 8, b = 5, and x = 7, what is ax + b?",62,59,61,71,Option C: 61,Hard
299,Numbers,Add 23 and 4. What do you get?,36,27,26,28,Option B: 27,Medium
300,Algebra,"Calculate the value of ax + b for a = 10, b = 3, and x = 1.",13,22,10,16,Option A: 13,Medium
301,Average,"88, 14, and 52 have an average of:",53.41,47.63,51.33,60.79,Option C: 51.33,Hard
302,Profit and Loss,What would be the selling price if the cost price is 74 and profit is 7%?,76.29,87.4,79.18,81.08,Option C: 79.18,Easy
303,Profit and Loss,"Given a cost price of 74 and a profit percentage of 14%, determine the selling price.",79.63,87.03,84.36,91.55,Option C: 84.36,Easy
304,Time and Work,"Given A can do a work in 5 days and B in 6 days, find the total time they will take working together.",2.73,5.16,8.18,1.18,Option A: 2.73,Hard
305,Time and Work,"A takes 1 days to finish a work and B takes 7 days. Working together, how many days will they take?",-1.05,2.52,5.35,0.88,Option D: 0.88,Medium
306,Profit and Loss,What would be the selling price if the cost price is 63 and profit is 15%?,68.11,74.62,79.13,72.45,Option D: 72.45,Easy
307,Numbers,Add 22 and 28. What do you get?,50,49,51,59,Option A: 50,Medium
308,Numbers,10 added to 44 equals what?,54,49,56,63,Option A: 54,Easy
309,Time and Work,"If A can complete a work in 8 days and B can complete it in 9 days, how many days will they take to complete the work together?",8.32,4.24,2.52,6.46,Option B: 4.24,Easy
310,Numbers,What is the sum of 31 and 33?,59,71,66,64,Option D: 64,Easy
311,Ratio and Proportion,A is 40 and the ratio of A to B is 2:3. What is B?,57.72,60.0,65.49,61.31,Option B: 60.0,Easy
312,Ratio and Proportion,Find B given that the ratio of A to B is 2:3 and A equals 25.,39.66,37.5,35.81,43.33,Option B: 37.5,Easy
313,Percentage,Find 40% of 198.,80.64,79.2,87.41,78.16,Option B: 79.2,Hard
314,Average,"What is the mean of the numbers 80, 34, and 50?",54.67,50.7,57.23,61.06,Option A: 54.67,Medium
315,Average,"26, 47, and 18 have an average of:",39.72,28.68,30.33,31.76,Option C: 30.33,Easy
316,Percentage,What is 16% of 52?,8.32,12.79,7.04,16.13,Option A: 8.32,Easy
317,Percentage,Determine the value of 27% of 173.,54.95,45.23,46.71,48.18,Option C: 46.71,Hard
318,Average,"The average of 89, 79, and 17 is:",60.17,70.03,61.67,62.99,Option C: 61.67,Medium
319,Ratio and Proportion,Find B given that the ratio of A to B is 3:2 and A equals 49.,33.77,38.52,31.27,32.67,Option D: 32.67,Hard
320,Ratio and Proportion,A is 13 and the ratio of A to B is 4:1. What is B?,3.25,1.57,4.3,7.93,Option A: 3.25,Hard
321,Numbers,13 added to 23 equals what?,38,46,36,33,Option C: 36,Hard
322,Profit and Loss,"If the cost price is 90 and the profit percentage is 17%, calculate the selling price.",109.81,113.71,102.11,105.3,Option D: 105.3,Easy
323,Numbers,What is the sum of 38 and 2?,40,50,44,38,Option A: 40,Easy
324,Average,"35, 85, and 70 have an average of:",68.23,70.44,60.86,63.33,Option D: 63.33,Hard
325,"Time, Speed, Distance","If a vehicle travels 58 km at a speed of 20 km/hr, how long will it take to cover the distance?",8.59,2.9,4.77,1.75,Option B: 2.9,Hard
326,Average,"Calculate the average value of 72, 5, and 49.",42.0,44.64,40.49,51.88,Option A: 42.0,Medium
327,"Time, Speed, Distance",112 km distance is covered at 25 km/hr. Determine the time taken.,8.94,1.74,6.98,4.48,Option D: 4.48,Easy
328,Pipes and Cisterns,Determine the filling time for a tank of 34 liters given a fill rate of 10 hours and an empty rate of 2 hours.,4.25,9.08,2.43,6.7,Option A: 4.25,Medium
329,Ratio and Proportion,"If A:B = 5:3 and A is 15, determine the value of B.",9.0,11.74,6.04,13.89,Option A: 9.0,Medium
330,Algebra,"If a = 2, b = 4, and x = 9, what is ax + b?",31,22,18,26,Option B: 22,Hard
331,Profit and Loss,What would be the selling price if the cost price is 80 and profit is 8%?,84.47,92.98,86.4,89.69,Option C: 86.4,Medium
332,Numbers,Calculate the total of 9 plus 34.,38,43,46,50,Option B: 43,Hard
333,Average,"The average of 56, 16, and 70 is:",47.33,53.36,51.31,45.65,Option A: 47.33,Medium
334,Algebra,"What does ax + b equal if a = 2, b = 10, x = 3?",13,16,21,23,Option B: 16,Hard
335,Pipes and Cisterns,Find the time required to fill a tank of 41 liters if one pipe fills it in 4 hours and another empties it in 4 hours.,0,-2.15,1.17,6.0,Option A: 0,Hard
336,"Time, Speed, Distance",Calculate the time taken to travel 116 km at a speed of 28 km/hr.,6.69,4.14,1.24,8.21,Option B: 4.14,Easy
337,Ratio and Proportion,Calculate the value of B if A:B = 4:4 and A = 45.,42.93,45.0,50.49,47.32,Option B: 45.0,Hard
338,Average,"Find the arithmetic mean of 29, 59, and 86.",60.5,53.87,58.0,67.32,Option C: 58.0,Medium
339,"Time, Speed, Distance",117 km distance is covered at 16 km/hr. Determine the time taken.,4.65,12.1,7.31,10.08,Option C: 7.31,Hard
340,Profit and Loss,"If the cost price is 70 and the profit percentage is 14%, calculate the selling price.",89.52,81.03,79.8,77.21,Option C: 79.8,Medium
341,Ratio and Proportion,Calculate the value of B if A:B = 1:1 and A = 20.,20.0,18.14,21.08,25.99,Option A: 20.0,Medium
342,Average,"What is the mean of the numbers 57, 71, and 23?",50.33,48.69,53.51,56.87,Option A: 50.33,Medium
343,Ratio and Proportion,Find B given that the ratio of A to B is 4:1 and A equals 32.,8.0,10.94,5.78,13.5,Option A: 8.0,Easy
344,Average,"Calculate the average value of 3, 64, and 56.",47.47,41.0,36.25,42.43,Option B: 41.0,Easy
345,Average,"92, 95, and 42 have an average of:",81.27,85.71,71.89,76.33,Option D: 76.33,Hard
346,"Time, Speed, Distance",A vehicle covers 53 km at 13 km/hr. How much time does it take?,2.43,4.08,6.02,9.01,Option B: 4.08,Hard
347,"Time, Speed, Distance","If a vehicle travels 85 km at a speed of 15 km/hr, how long will it take to cover the distance?",3.43,8.5,10.51,5.67,Option D: 5.67,Medium
348,Numbers,What is the sum of 17 and 11?,27,28,37,29,Option B: 28,Hard
349,Pipes and Cisterns,Determine the filling time for a tank of 55 liters given a fill rate of 4 hours and an empty rate of 5 hours.,-55.0,-53.74,-49.05,-57.72,Option A: -55.0,Medium
350,Time and Work,"A takes 2 days to finish a work and B takes 8 days. Working together, how many days will they take?",3.63,6.11,-1.25,1.6,Option D: 1.6,Hard
351,Average,"What is the mean of the numbers 92, 81, and 49?",69.27,74.0,77.7,82.15,Option B: 74.0,Easy
352,Time and Work,"Given A can do a work in 8 days and B in 4 days, find the total time they will take working together.",0.83,2.67,7.41,5.22,Option B: 2.67,Medium
